1203,MoliCare Premium Maxi,"extra large, 150-175cm, 3900 ml",B3 Plienkové nohavičky,12.03
1204,MoliCare Premium Maxi Plus,"medium, 90-120cm, 3453 ml",B3 Plienkové nohavičky,6.11
1205,MoliCare Premium Maxi Plus,"large, 120-150cm, 4000 ml",B3 Plienkové nohavičky,11.47
1206,MoliCare Premium Maxi Plus,"extra large, 150-175cm, 4100 ml",B3 Plienkové nohavičky,8
1207,Nohavičky fixačné MoliCare Fixpants leg M,60 - 100 cm,B4 Fixačné nohavičky,9.78
1208,Attends Stretch Pant L,"obvod bokov 90 - 120 cm, pančuchové, á 15 ks",B4 Fixačné nohavičky,12.05
1209,Attends Stretch Pant M,"obvod bokov 70 - 100 cm, pančuchové, á 15 ks",B4 Fixačné nohavičky,1.46
1210,Attends Stretch Pant S,"obvod bokov 40 - 80 cm, pančuchové, á 15 ks",B4 Fixačné nohavičky,3.48
1211,Attends Stretch Pant XL,"obvod bokov 110 - 135 cm, pančuchové, á 15 ks",B4 Fixačné nohavičky,3.94
1212,Abri Net,"obvod pása 80 - 130 cm, large, sieťové",B4 Fixačné nohavičky,4.88
1213,MoliCare Fixpants short leg L,80 - 120 cm,B4 Fixačné nohavičky,13.97
1214,MoliCare Premium Fixpants long leg M,obvod bokov 60-100 cm,B4 Fixačné nohavičky,5.32
1215,MoliCare Premium Fixpants long leg S,obvod bokov 45- 80 cm,B4 Fixačné nohavičky,14.86
1216,TENA Fix Small,"obvod bokov 50 -75 cm, á 5 ks",B4 Fixačné nohavičky,4.09
1217,IncoPack Large,"boky 85 - 110 / 4 ks, fixácia inkont. plienok",B4 Fixačné nohavičky,10.48
1218,IncoPack Maxi,"boky 105 - 130cm / 4 ks, fixácia inkont. plienok",B4 Fixačné nohavičky,5.64
1219,MoliCare Fixpants short leg XL,obvod bokov  100 - 160 cm,B4 Fixačné nohavičky,13.74
1220,MoliCare Premium Fixpants long leg L,obvod bokov 80- 120 cm,B4 Fixačné nohavičky,4.74
1221,MoliCare Premium Fixpants long leg XL,obvod bokov 100- 160 cm,B4 Fixačné nohavičky,7.68
1222,MoliCare Premium Fixpants long leg XXL,obvod bokov 140- 180 cm,B4 Fixačné nohavičky,13.9
1223,TENA Fix Medium,"obvod bokov 70 -90 cm, á 5 ks",B4 Fixačné nohavičky,8.96
1224,Attends Stretch Pant XXL,"obvod bokov nad 130 cm, pančuchové, á 15 ks",B4 Fixačné nohavičky,4.52
1225,TENA Fix Large,"obvod bokov 85 -110 cm, á 5 ks",B4 Fixačné nohavičky,9.62
1226,TENA Fix X - Large,"obvod bokov 95-130 cm, á 5 ks",B4 Fixačné nohavičky,8.37
1227,Attends Stretchfit L,"obvod bokov 90 - 120 cm, á 3 ks",B4 Fixačné nohavičky,12.6
1228,Attends Stretchfit M,"obvod bokov 70 - 100 cm, á 3 ks",B4 Fixačné nohavičky,9.66
1229,Attends Stretchfit S,"obvod bokov 90 - 120 cm, á 3 ks",B4 Fixačné nohavičky,3.21
1230,Molinea L,"savosť 230 ml, á 250 ks",B5 Podložky pod chorých,14.62
1231,Attends Cover -  Dri Plus,"savosť 410 ml, veľkosť 40x60cm, á 50 ks",B5 Podložky pod chorých,14.79
1232,Abri Soft,"savosť 900 ml, 40 x 60 cm, á 60 ks",B5 Podložky pod chorých,6.74
1233,Podložka pod chorých INKA Standard,"60x90cm, stredná savosť; rôzne balenia",B5 Podložky pod chorých,12.31
1234,EGOSAN- podložka pod chorých,"60x60cm,sacia schopnosť 1000 gr., bal.30ks",B5 Podložky pod chorých,8.39
1235,Abri Soft,"savosť 1300 ml , 60 x 60 cm, á 25 ks",B5 Podložky pod chorých,5.06
1236,Attends Cover -  Dri Plus,"savosť 850 ml, veľkosť 60x60cm, á 50 ks",B5 Podložky pod chorých,1.79
1237,Podložka pod chorých Sanete Fluff Underpads,"M, savosť 1190 ml, veľkosť 60x60 cm, á 25ks",B5 Podložky pod chorých,14.59
1238,Seni Soft Super,"savosť 1200 ml, veľkosť  60x60 cm, á 30 ks",B5 Podložky pod chorých,1.43
1239,MoliCare Premium Bed Mat 5 kv 60x60 cm,"5 kvapkové, veľkosť 60 x 60 cm, á 30 ks",B5 Podložky pod chorých,4.83
1240,Molinea L,"savosť 350 ml, 60x 60 cm, á 100 ks",B5 Podložky pod chorých,8.48
1241,Podložka pod chorých INKA,"60x60 cm, savosť 1 200 ml, rôzne balenia",B5 Podložky pod chorých,2.78
1242,EGOSAN-podložka pod chorých,"60x90 cm, sacia schopnosť 1400 gr., bal.30ks",B5 Podložky pod chorých,4.51
1243,Podložka pod chorých INKA plus,"60x90cm, nasiakavosť 1950 ml; rôzne balenia",B5 Podložky pod chorých,7.01
1244,Attends Cover -  Dri Plus,"savosť 1325 ml, veľkosť 60x90cm, á 50 ks",B5 Podložky pod chorých,6.23
1245,Podložka inkontinencná Dr.Max Safeel Incontinence Underpads,"90 x60 cm, nasiakavost 1980 ml, á 30 ks",B5 Podložky pod chorých,4.69
1246,Podložka pod pacienta AMD PAD Extra,"60 x 90 cm, nasiakavosť 1300 ml",B5 Podložky pod chorých,10.18
1247,Abri Soft,"savosť 1700 ml, 60 x 75 cm, á 30 ks",B5 Podložky pod chorých,1.02
1248,Molinea L,"savosť 550 ml, veľkosť 60x 90 cm, á 100 ks",B5 Podložky pod chorých,2.73
1249,Podložka pod chorých INKA,"60x90 cm, savosť 1 700 ml, rôzne balenia",B5 Podložky pod chorých,7.82
1250,Seni Soft Super,"savosť 1750 ml, veľkosť  90x60 cm, á 30 ks",B5 Podložky pod chorých,1.88
1251,TENA Bed Super,"savosť 1548ml, rozmer 60x75cm / 35ks",B5 Podložky pod chorých,7.51
1252,Podložka pod chorých Sanete Fluff Underpads,"L, savosť 1785 ml, veľkosť 60x90 cm, á 30ks",B5 Podložky pod chorých,1.51
1253,Sabanindas podložka absorpčná hygienická,absorp. 1550ml,B5 Podložky pod chorých,11.9
1254,Podložka pod pacienta MoliCare Premium Bed Mat 8 kv.,"60 x 90 cm, 1407 ml, 30 ks",B5 Podložky pod chorých,10.49
1255,Abri Soft,"savosť 2100 ml, 60 x 90 cm, á 25 ks",B5 Podložky pod chorých,5.99
1256,Podložka pod pacienta TENA Bed Normal,"nasiakavosť 1350 ml, 60x90 cm / 10 ks",B5 Podložky pod chorých,14.94
1257,Podložka pod chorých INKA Superplus,"60x90 cm, savosť 2 200 ml, rôzne balenia",B5 Podložky pod chorých,5.16
1258,SanaSet,"60x60 cm/1350 ml, 30 ks",B5 Podložky pod chorých,9.64
1259,Podložka pod pacienta TENA Bed Super,"60x75 cm, nasiakavosť 1548 ml, á 28 ks",B5 Podložky pod chorých,14.76
1260,Podložka pod pacienta TENA Bed Super,"savosť 2350 ml, rozmer 60 x 90 cm, 26 ks",B5 Podložky pod chorých,13.68
1261,Depend Large,"savosť ,veľkosť 60 x 90 cm , á 10 ks",B5 Podložky pod chorých,7.62
1262,Jednorazové podložky pod chorých,"Stredne savé, 12 vrstiev, 46 x 90 cm",B5 Podložky pod chorých,9.57
1263,Podložka pod pacienta Moli Care Pemium Bed Mat 7 kv.,"s krídelkami, savost 1201 ml, 60x90 cm, 30 ks",B5 Podložky pod chorých,3.79
1264,TENA Bed Super,"absorpcia 1920 ml, rozmer 60 x 90 cm / 35 ks",B5 Podložky pod chorých,12.77
1265,Attends Cover -  Dri Plus,"savosť 1840 ml, veľkosť 80x90cm, á 30 ks",B5 Podložky pod chorých,10.87
1266,MoliNea Plus Wings,"savosť 1 342 ml, veľkosť 180x90 cm, á 20 ks",B5 Podložky pod chorých,8.01
1267,Jednorazové podložky pod chorých,"Veľmi savé, 16 vrstiev, 46 x 90 cm",B5 Podložky pod chorých,5.67
1268,MoliCare Premium Bed Mat 7 kv 60x90 cm,"7 kvapkové, veľkosť 60 x 90 cm, á 30 ks",B5 Podložky pod chorých,13.55
1269,SanaSet,"60x90 cm/1995 ml, 30 ks",B5 Podložky pod chorých,5.75
1270,Seni Soft Super,"rozmer 90x170 cm, savosť 2000 ml",B5 Podložky pod chorých,4.69
1271,Attends Cover -  Dri Plus,"savosť 1935 ml, veľkosť 80x170cm, á 30 ks",B5 Podložky pod chorých,11.57
1272,Molinea Plus - D,"savosť 1580 ml, veľkosť 60x90 cm, á 50 ks",B5 Podložky pod chorých,12.25
1273,Podložka pod chorých Sanete Fluff Underpads,"XL, savosť 2625 ml, veľkosť 80x180 cm, á 30ks",B5 Podložky pod chorých,9.14
1274,Abri Soft,"savosť 2000 ml, 70 x 180 cm, á 30 ks, zastielacia",B5 Podložky pod chorých,5.75
1275,TENA Bed  Plus Wings,"savosť 2258 ml, rozmer 180x80 cm, á 20 ks",B5 Podložky pod chorých,9.97
1276,Podložka pod pacienta MoliCare Pemium Bed Mat 9 kv.,"savost 2719 ml, 60x90 cm, 30 ks",B5 Podložky pod chorých,11.37
1277,Conveen,"5125 priemer 25 mm, á 30 ks",B6 Kondómy,9.08
1278,Conveen,"5130 priemer 30 mm, á 30 ks",B6 Kondómy,8.98
1279,Conveen,"5135 priemer 35 mm, á 30 ks",B6 Kondómy,6.25
1280,Conveen,"5140 priemer 40 mm, á 30 ks",B6 Kondómy,2.44
1281,Conveen,5200 priemer 25 mm á  30 ks,B6 Kondómy,9.26
1282,Conveen,"5205 priemer 30 mm, á 30 ks, samolepiaci",B6 Kondómy,5.12
1283,Conveen,"5210 priemer 35 mm, á 30 ks, samolepiaci",B6 Kondómy,10.17
1284,Kondóm silikónový samolepiaci PopOn,odvádzanie moču do zberného  vrecka; rôzne veľkosti,B6 Kondómy,14.11
1285,Kondóm silikónový samolepiaci Ultra Flex,odvádzanie moču do zberného vrecka; rôzne veľkosti,B6 Kondómy,10.11
1286,Kondóm silikónový samolepiaci Wide Band,"na odvádzanie mocu do zberného vrecka; 25, 29, 32, 36, 41 mm",B6 Kondómy,5.78
1287,Conveen,"5212 priemer 20 mm, á 30ks, samolepiaci",B6 Kondómy,6.68
1288,Conveen Security Plus,"5225 priemer 25 mm, á 30 ks, samolepiaci",B6 Kondómy,2.47
1289,Conveen Security Plus,"5230 priemer 30 mm, á 30 ks, samolepiaci",B6 Kondómy,3.03
1290,Conveen Security Plus,"5235 priemer 35 mm, á 30 ks, samolepiaci",B6 Kondómy,4.83
1291,"Resurine PE1415- zberné močové vrecko s hadicou a spojkou,  1 500 ml, 10 ks",null,B7 Urinálne vrecká,14.47
1292,Vrecko na zber moču SpeediBag Compact,700 ml,B7 Urinálne vrecká,7.21
1293,Urinálne zberné vrecko,"5174, 800 ml, á 10 ks, lýtkové",B7 Urinálne vrecká,10
1294,Urinálne zberné vrecko,"5161,  500 ml, á 10 ks, lýtkové",B7 Urinálne vrecká,7.62
1295,Conveen,"5165, 350 ml, hadica 50 cm, lýtkové",B7 Urinálne vrecká,6.25
1296,Conveen,"5167, 750 ml,  hadica 50 cm, lýtkové",B7 Urinálne vrecká,12.65
1297,CareLine,"lýtkové, 500ml/ 50cm hadica",B7 Urinálne vrecká,11.52
1298,CareLine,"lýtkové, 750ml/ 50cm hadica",B7 Urinálne vrecká,11.68
1299,CareLine,"1500ml, hadica 90cm",B7 Urinálne vrecká,4.78
1300,"Resurine PE1000 -denné stehenné alebo  lýtkové  zberné vrecko,  500 ml","s antireflux. chlopňou, výpust. ventilom, 10 vreciek, 2 pripev. remienky, 2 spojky",B7 Urinálne vrecká,9.44
1301,Urinálne zberné vrecko,"5171,  600 ml, á 10 ks, lýtkové",B7 Urinálne vrecká,13.87
1302,CareLine,držiak vrecka,B8 Držiak,11.59
1303,Držiak vrecka,5070,B8 Držiak,13.98
1304,Pripevňovací suchý zips,5050,B9 Pripevňovací pás,1.97
1305,Nelaton,hydrofilizovaná,B10 Pomôcky pre autokatetrizáciu,6.64
1306,Katéter mocový hydrofilný prerušovací Magic3,"ženský, rôzne velkosti",B10 Pomôcky pre autokatetrizáciu,2.48
1307,GentleCath Glide,"močový katéter mužský lubrikovaný, rovný alebo Tiemann, CH08-18, á 30 ks, sterilný",B10 Pomôcky pre autokatetrizáciu,11.88
1308,GentleCath Glide,"močový katéter ženský lubrikovaný, CH08-16, á 30 ks, sterilný",B10 Pomôcky pre autokatetrizáciu,5.97
1309,Katéter mocový hydrofilný prerušovací Magic3,"mužský, rôzne velkosti",B10 Pomôcky pre autokatetrizáciu,4.48
1310,Katéter mocový hydrofilný prerušovací Magic3,"detský, rôzne velkosti",B10 Pomôcky pre autokatetrizáciu,11.25
1311,Magic Nelaton lubrikovaný,"Jednorazový ženský katéter, 10Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,2.38
1312,Magic Nelaton lubrikovaný,"Jednorazový ženský katéter, 12Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,13.41
1313,Magic Nelaton lubrikovaný,"Jednorazový ženský katéter, 14Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,13.75
1314,Magic Nelaton lubrikovaný,"Jednorazový ženský katéter, 16Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,9.93
1315,Magic Nelaton lubrikovaný No touch,"Jednorazový  detský katéter, 8Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,12.79
1316,Magic Nelaton lubrikovaný No touch,"Jednorazový detský katéter, 10Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,2.74
1317,Magic Nelaton lubrikovaný No touch,"Jednorazový mužský katéter, 12Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,14.35
1318,Magic Nelaton lubrikovaný No touch,"Jednorazový mužský katéter, 14Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,9.47
1319,Magic Nelaton lubrikovaný No touch,"Jednorazový mužský katéter, 16Ch/mm, á 30ks, sterilný",B10 Pomôcky pre autokatetrizáciu,14.24
1320,VaQua ženský urologický katéter,"hydrofilizovaný, jednorazový, dĺžka 15cm, priemer 8-18CH, á 30 ks, sterilný",B10 Pomôcky pre autokatetrizáciu,12.9
1321,"Katéter moČový hydrofilný pripravený na použitie, ženský","Nelaton, rôzne veľkosti, CH10-CH14",B10 Pomôcky pre autokatetrizáciu,11.83
1322,SpeediCath,"katétre lubrikované, ženské, 08-16, á 30 ks, sterilné",B10 Pomôcky pre autokatetrizáciu,5.14
1323,"Katéter močový hydrofilný pripravený na použitie, detský","Nelaton, rôzne veľkosti, CH6-CH10",B10 Pomôcky pre autokatetrizáciu,5.76
1324,SpeediCath,"katétre lubrikované detské, 06-10, á 30 ks, sterilné",B10 Pomôcky pre autokatetrizáciu,14.75
1325,Actreen Hi-Lite Nelaton,"ženský, CH06-CH16, 20cm",B10 Pomôcky pre autokatetrizáciu,11.31
1326,Actreen Lite Nelaton,"ženský, CH 06-CH 16, 20 cm/ 30ks",B10 Pomôcky pre autokatetrizáciu,2.82
1327,Katéter močový Actreen Mini Cath Nelaton,"sterilný, CH10, 3,3mm/30ks",B10 Pomôcky pre autokatetrizáciu,9.9
1328,Katéter močový Actreen Mini Cath Nelaton,"sterilný, CH12, 4,0mm/30ks",B10 Pomôcky pre autokatetrizáciu,5.66
1329,Katéter močový Actreen Mini Cath Nelaton,"sterilný, CH14, 4,7mm/30ks",B10 Pomôcky pre autokatetrizáciu,2.44
1330,"Katéter močový hydrofilný pripravený na použitie, mužský","Nelaton / Tiemann, rôzne veľkosti, CH12-CH16",B10 Pomôcky pre autokatetrizáciu,13.75
1331,Katéter močový lubrikovaný SpeediCath Standard chlapčenský,"CH8-12 á 30 ks, na intermitentnú katetrizáciu",B10 Pomôcky pre autokatetrizáciu,5.81
1332,Katéter močový lubrikovaný SpeediCath Standard mužský Nelaton,"CH 08 -18 á 30 ks, na intermitentnú katetrizáciu",B10 Pomôcky pre autokatetrizáciu,7.95
1333,Katéter močový lubrikovaný SpeediCath Standard mužský Tiemann,"CH10-16 á 30 ks, na intermitentnú katetrizáciu",B10 Pomôcky pre autokatetrizáciu,5.57
1334,Actreen Hi-Lite Nelaton,"mužský, CH08-CH16, 41cm",B10 Pomôcky pre autokatetrizáciu,5.23
1335,Actreen Hi-Lite Tiemann,"mužský, CH08-CH16, 41cm",B10 Pomôcky pre autokatetrizáciu,3.41
1336,Actreen Lite Nelaton,"Mužský, CH 08-CH 18, 45 cm/ 30ks",B10 Pomôcky pre autokatetrizáciu,14.89
1337,Actreen Lite Tiemann,"Mužský, CH 08-CH 18, 45 cm/ 30ks",B10 Pomôcky pre autokatetrizáciu,6.6
1338,Katéter močový hydrofilný SpeediCath Compact,"mužský, uložený vo fyziologickom roztoku; CH 12-18",B10 Pomôcky pre autokatetrizáciu,7.05
1339,Katéter močový hydrofilný SpeediCath Compact,"ženský, uložený v sterilnom fyziologickom roztoku, CH 8 – 14, 30 ks v balení",B10 Pomôcky pre autokatetrizáciu,5.08
1340,Actreen Glys Set Nelaton,"ženská, 30 ks",B10 Pomôcky pre autokatetrizáciu,13.59
1341,Actreen Glys Set Nelaton,"mužská, 30 ks",B10 Pomôcky pre autokatetrizáciu,2.03
1342,Actreen Glys Set Tieman,"mužská, 30 ks",B10 Pomôcky pre autokatetrizáciu,8.06
1343,Katéter močový mužský na okamžité použitie SpeediCath Flex,"CH10-16, flexibilný s konektorom, na intermitentnú katetrizáciu",B10 Pomôcky pre autokatetrizáciu,14.88
1344,Easi Cath s Luer Lock konektorom,"jednorazový ženský katéter, rozmer 12 CH/ mm, sterilné, á 25 ks",B10 Pomôcky pre autokatetrizáciu,1.78
1345,Easi Cath s Luer Lock konektorom,"jednorazový ženský katéter, rozmer 14 CH/ mm, sterilné, á 25 ks",B10 Pomôcky pre autokatetrizáciu,13.76
1346,Easi Cath s Luer Lock konektorom,"jednorazový mužský katéter, rozmer 10 CH/ mm, sterilné, á 25 ks",B10 Pomôcky pre autokatetrizáciu,12.26
1347,Easi Cath s Luer Lock konektorom,"jednorazový mužský katéter, rozmer 12 CH/ mm, sterilné, á 25 ks",B10 Pomôcky pre autokatetrizáciu,8.95
1092,Depend Pants Normal Large/Extra Large pre mužov,Savost 1000 ml; obvod bokov 96-163 cm; natahovacie nohavicky pre mužov,B3 Plienkové nohavičky,9.35
1093,Depend Pants Normal XL pre ženy,Savosť 1000 ml; obvod bokov 120-150 cm; naťahovacie nohavičky pre ženy,B3 Plienkové nohavičky,2.09
1094,Depend Pants Super XL s vyšším pásom pre ženy,Savost 1360 ml; obvod bokov 120-150 cm; natahovacie nohavicky pre ženy,B3 Plienkové nohavičky,5.5
1095,Depend Slip Super Plus L - priedušné,"savosť 3790 ml, boky 120-150 cm, á 15ks",B3 Plienkové nohavičky,10.55
1096,Egosan Large Super,"savosť 3400 ml, obvod pása 115-150cm, á 15 ks",B3 Plienkové nohavičky,8.35
1097,MoliCare Premium Extra Plus L,"savosť 2349 ml, obvod pása 120-150 cm, á 30 ks",B3 Plienkové nohavičky,1.83
1098,Molicare Premium Mobile 6 kv. XS /modré,"45 - 70 cm, 1361 ml",B3 Plienkové nohavičky,9.54
1099,Nohavičky absorpčné naťahovacie TENA Silhouette Normal Low Waist Noir M,"nasiakavosť 810 ml, obvod bokov 75-100 cm, veľkosť 64,7 x 62 cm, á 10 ks",B3 Plienkové nohavičky,9.2
1100,Nohavičky inkontinenčné MoliCare Elastic 6 drops L,"110-150 cm, 2349 ml",B3 Plienkové nohavičky,10.18
1101,TENA Silhouette Normal Low Waist Blanc M,"savosť 830 ml, obvod bokov 75-100 cm, veľkosť 75,6x65,2cm / 12 ks",B3 Plienkové nohavičky,13.41
1102,Nohavičky Atends Pull-Ons 6XS,"savosť 1499 ml, obvod bokov 45 - 60 cm, á 22 ks",B3 Plienkové nohavičky,8.88
1103,Nohavičky plienkové nateen FLEXI PLUS M,"Obvod bokov  90-130 cm,savosť 2150 ml",B3 Plienkové nohavičky,6.63
1104,Seni Active Super Extra Large,savosť 1600 ml,B3 Plienkové nohavičky,8.08
1105,Super Seni Quatro Extra Large,"obvod pása 130-170 cm, savosť 4600 ml,  á 10 ks",B3 Plienkové nohavičky,1.24
1106,Super Seni Quatro Large,"obvod pása 100-150 cm, savosť 4600 ml  á 10 ks",B3 Plienkové nohavičky,2.69
1107,Super Seni Quatro Medium,"obvod pása 75-110 cm, savosť 4300 ml  á 10 ks",B3 Plienkové nohavičky,12.92
1108,"Nohavičky plienkové Abena Slip L4, Premium","priedušné, boky 100-150 cm, 4000 ml, 18 ks",B3 Plienkové nohavičky,9.05
1109,"Nohavičky plienkové navliekacie Abena Pants L2, Premium","priedušné, boky 100-140 cm, 1900 ml, 15 ks",B3 Plienkové nohavičky,1.48
1110,MoliCare,"savosť 4120 ml, obvod bokov 140-175 cm",B3 Plienkové nohavičky,4.79
1111,Nohavičky absorpčné naťahovacie TENA Silhouette Normal Low Waist Noir L,"nasiakavosť 810 ml, obvod bokov 95-125 cm, veľkosť 73 x 71,2 cm, á 9 ks",B3 Plienkové nohavičky,13.31
1112,Nohavičky Attends Pull-Ons 6S,nasiakavosť 1499 ml,B3 Plienkové nohavičky,5.35
1113,Depend Pants Super Extra Small,"Savost 1340 ml; obvod bokov 51-85 cm; á 13 ks, natahovacia nohavicka pre ženy",B3 Plienkové nohavičky,1.98
1114,Indasec Pant Plus L nohavičky plienkové navliekacie,"L  boky 100 - 140cm, absorp. 1600ml/ 12 ks",B3 Plienkové nohavičky,2.87
1115,Indasec Pant Plus M nohavičky plienkové navliekacie,"M  boky 80 - 110cm, absorp. 1500ml/ 12 ks",B3 Plienkové nohavičky,1.33
1116,Indasec Pant Super L,"boky 100 - 140cm, absorp. 2000ml/ 10 ks",B3 Plienkové nohavičky,1.38
1117,Indasec Pant Super M,"boky 80 - 110cm, absorp. 1900ml/ 10 ks",B3 Plienkové nohavičky,2.53
1118,Indaslip Premium XL 10 Plus,"XL  boky do 170cm, absorp. 3700ml/ 20 ks",B3 Plienkové nohavičky,14.13
1119,Nohavičky inkontinenčné TENA Pants Night Super L,"79,6x81,0 cm, nasiakavosť 2010 ml, boky 100-135 cm, á 10 ks",B3 Plienkové nohavičky,13.68
1120,Nohavičky inkontinenčné TENA Pants Night Super M,"71,6x68,0 cm, nasiakavosť 2010 ml, boky 80-110 cm, á 10 ks",B3 Plienkové nohavičky,10.59
1121,Nohavičky inkontinenčné TENA Pants Super XL,"nasiakavosť 2010 ml, obvod bokov 120-160 cm, veľkosť 92 x 88,4 cm, á 12 ks",B3 Plienkové nohavičky,2.41
1122,"Nohavičky plienkové Abena Slip XL4, Premium","priedušné, boky 110-170 cm, 4000 ml, 12 ks",B3 Plienkové nohavičky,13.71
1123,Nohavičky plienkové inkontinenčné Sanete Pants,"Large, savosť 1260 ml, obvod pása 90-125 cm, á 14ks",B3 Plienkové nohavičky,9.11
1124,Plienky inkontinenčné AMD SLIP Maxi XLarge,"obvod bokov 110 - 170 cm, nasiakavosť 4100 ml",B3 Plienkové nohavičky,12.41
1125,TENA Pants Super Small,"savosť 2010 ml, obvod bokov  65-85 cm, veľkosť 75,6x55 cm, á 12 ks, priedušné",B3 Plienkové nohavičky,7.32
1126,TENA Silhouette Normal Low Waist Blanc L,"savosť 830 ml, obvod bokov 95-125 cm, veľkosť 80x79,9 cm, á 10 ks",B3 Plienkové nohavičky,5.45
1127,Depend Slip Super Plus XL - priedušné,"savosť 3790 ml, boky 150-170 cm, á 15ks",B3 Plienkové nohavičky,13.01
1128,Molicare Comfort Super large,"savosť 2810 ml, obvod pása 100-150 cm, á 30 ks",B3 Plienkové nohavičky,3.27
1129,Nohavičky plienkové Inka Pants extra large standard,"obvod pásu 120-170cm, rozmer 520x180mm, 95gr., savosť 1500ml",B3 Plienkové nohavičky,8.3
1130,Seni Active Plus Medium,"obvod pása 80-100 cm, savosť 2000 ml",B3 Plienkové nohavičky,14.01
1131,Nohavičky plienkové Attends Adjustable 10M,"savosť 2600 ml, obvod bokov 80 - 110 cm",B3 Plienkové nohavičky,3.13
1132,Nohavičky plienkové Attends Slip Classic 10XL,"savosť 3699 ml, obvod bokov 150 - 175 cm, á 15 ks",B3 Plienkové nohavičky,3.99
1133,TENA Pants Plus Extra Large,"savosť 1440 ml,obvod bokov 120-160 cm, veľkosť 32,6x92 cm, á 12 ks, priedušné",B3 Plienkové nohavičky,13.11
1134,TENA Pants Super Large,"savosť 2010 ml, obvod bokov 100-135 cm, veľkosť 90,6x81 cm, á 12 ks, priedušné",B3 Plienkové nohavičky,9.04
1135,TENA Pants Super Medium,"savosť 2010 ml, obvod bokov  80-110 cm, veľkosť 80,6x68 cm, á 12 ks, priedušné",B3 Plienkové nohavičky,7.97
1136,DEPEND Easy Fit Super L/XL,"savosť 1440 ml, obvod bokov 114-163 cm, á 16 ks",B3 Plienkové nohavičky,6.83
1137,DEPEND Easy Fit Super S/M,"savosť 1440 ml, obvod bokov 71 do 114cm, á 18 ks",B3 Plienkové nohavičky,8.74
1138,Molicare Premium Mobile 5 kv. M /zelené,"80-120 cm, 1017 ml",B3 Plienkové nohavičky,3
1139,Nohavičky plienkové inkontinenčné Sanete Pants,"Extra Large, savosť 1350 ml, obvod pása 120-170 cm, á 14ks",B3 Plienkové nohavičky,7.64
1140,Nohavičky plienkové nateen FLEXI PLUS L/XL,"Obvod bokov  110-170 cm,savosť 2550 ml",B3 Plienkové nohavičky,2.51
1141,"Nohavičky plienkové navliekacie Abena Pants XL2, Premium","priedušné, boky 130-170 cm, 1900 ml, 16 ks",B3 Plienkové nohavičky,11.85
1142,Nohavičky plienkové Attends Pull-Ons 8S,"nasiakavosť 2205 ml, obvod bokov 60-90 cm",B3 Plienkové nohavičky,13.19
1143,Nohavičky plienkové AMD PANT Maxi Large,"obvod bokov 90 - 150 cm, nasiakavosť 2300 ml",B3 Plienkové nohavičky,6.13
1144,Nohavičky plienkové AMD PANT Maxi XLarge,"obvod bokov 120 - 170 cm, nasiakavosť 2450 ml",B3 Plienkové nohavičky,14.74
1145,Nohavičky plienkové Attends Pull-Ons 6L,"savosť 2099 ml, obvod bokov 100 - 140 cm, á 18 ks",B3 Plienkové nohavičky,14.13
1146,TENA Flex Maxi Extra Large,"savosť 4890 ml, boky 105-153 cm, veľkosť 103x52 cm, á 21 ks, priedušné",B3 Plienkové nohavičky,9.28
1147,TENA Pants Plus XS,"á 14 ks, savosť: 1 710 ml, veľkosť: 68,6 x 55 cm, boky 50-70 cm",B3 Plienkové nohavičky,9.73
1148,Molicare Maxi L,"savosť 4600 ml, obvod bokov 100-150 cm, 14 ks",B3 Plienkové nohavičky,3.63
1149,Molicare Maxi M,"3510 ml, 70 - 120 cm, 14 ks",B3 Plienkové nohavičky,4.62
915,Sentina Inko Slip,"savosť 2017 ml, obvod pása 70-110, cm veľkosť M, á 20 ks",B3 Plienkové nohavičky,9.23
916,Sentina Inko Slip,"savosť 2502 ml, veľkosť L, obvod bokov 100 - 150 cm, á 20 ks",B3 Plienkové nohavičky,3.94
917,Nohavicky inkontinencné MoliCare Slip extra plus 6 kv. M,"90 x 120 cm, 1891 ml, 30 ks",B3 Plienkové nohavičky,3.24
918,Nohavičky plienkové TENA Slip Plus Large,"abs. 2360 ml, boky 92 -144 cm; 10  ks",B3 Plienkové nohavičky,8.25
919,Plienky inkontinenčné AMD SLIP Extra Large,"obvod bokov 100 - 160 cm, nasiakavosť 2500 ml",B3 Plienkové nohavičky,3.3
920,Plienky inkontinenčné AMD SLIP Extra Medium,"obvod bokov 70 - 110 cm, nasiakavosť 2250 ml",B3 Plienkové nohavičky,7.59
921,Plienky inkontinenčné AMD SLIP Super Medium,"obvod bokov 70 - 110 cm, nasiakavosť 2600 ml",B3 Plienkové nohavičky,5.73
922,TENA Flex Super Small,"savosť 1910 ml, boky 61-87cm, veľkosť 71x30 cm, á 30ks, priedušné",B3 Plienkové nohavičky,13.33
