5333,"Poinfekčná artritída pri syfilise, na viacerých miestach",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5335,"Poinfekčná artritída pri syfilise, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5336,"Poinfekčná artritída pri syfilise, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5337,"Poinfekčná artritída pri syfilise, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5339,"Poinfekčná artritída pri syfilise, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5341,"Poinfekčná artritída pri syfilise, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5342,"Poinfekčná artritída pri syfilise, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5343,"Iné poinfekčné artritídy pri chorobách zatriedených inde, na viacerých miestach",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5345,"Iné poinfekčné artritídy pri chorobách zatriedených inde, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5352,"Iné poinfekčné artritídy pri chorobách zatriedených inde, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5353,"Reaktívna artritída pri iných chorobách zatriedených inde, na viacerých miestach",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5355,"Reaktívna artritída pri iných chorobách zatriedených inde, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5362,"Reaktívna artritída pri iných chorobách zatriedených inde, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5363,Feltyho syndróm na viacerých miestach,Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5364,"Feltyho syndróm v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5365,"Feltyho syndróm nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5366,"Feltyho syndróm predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5367,"Feltyho syndróm ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5368,"Feltyho syndróm panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5369,"Feltyho syndróm predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5370,"Feltyho syndróm členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5371,"Feltyho syndróm na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5372,"Feltyho syndróm, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5373,"Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, na viacerých miestach (J99.0*)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5382,"Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, miesto bližšie neurčené (J99.0*)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5383,"Reumatoidná artritída s vaskulitídou, na viacerých miestach",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5385,"Reumatoidná artritída s vaskulitídou, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5386,"Reumatoidná artritída s vaskulitídou, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5387,"Reumatoidná artritída s vaskulitídou, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5389,"Reumatoidná artritída s vaskulitídou, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5391,"Reumatoidná artritída s vaskulitídou, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5392,"Reumatoidná artritída s vaskulitídou, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5393,"Reumatoidná artritída s postihnutím iných orgánov a sústav, na viacerých miestach",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5395,"Reumatoidná artritída s postihnutím iných orgánov a sústav, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5402,"Reumatoidná artritída s postihnutím iných orgánov a sústav, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5403,"Iná séropozitívna reumatoidná artritída, na viacerých miestach",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5405,"Iná séropozitívna reumatoidná artritída, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5406,"Iná séropozitívna reumatoidná artritída: predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5409,"Iná séropozitívna reumatoidná artritída, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5411,"Iná séropozitívna reumatoidná artritída, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5412,"Iná séropozitívna reumatoidná artritída, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5413,"Séropozitívna reumatoidná artritída, bližšie neurčená, na viacerých miestach",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5415,"Séropozitívna reumatoidná artritída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5419,"Séropozitívna reumatoidná artritída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5422,"Séropozitívna reumatoidná artritída, bližšie neurčená, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5423,"Séronegatívna reumatoidná artritída, na viacerých miestach",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5425,"Séronegatívna reumatoidná artritída, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5426,"Séronegatívna reumatoidná artritída, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5427,"Séronegatívna reumatoidná artritída, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5429,"Séronegatívna reumatoidná artritída, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5431,"Séronegatívna reumatoidná artritída, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5432,"Séronegatívna reumatoidná artritída, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5433,Stillova choroba dospelých s postihnutím kĺbov na viacerých miestach,Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5435,"Stillova choroba dospelých s postihnutím kĺbov nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5436,"Stillova choroba dospelých s postihnutím kĺbov predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5437,"Stillova choroba dospelých s postihnutím kĺbov ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5439,"Stillova choroba dospelých s postihnutím kĺbov predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5441,"Stillova choroba dospelých s postihnutím kĺbov na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5442,Stillova choroba dospelých: miesto choroba kĺbov bližšie neurčené,Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5443,Burzitída pri reumatoidnej artritíde na viacerých miestach,Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5445,"Burzitída pri reumatoidnej artritíde nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5446,"Burzitída pri reumatoidnej artritíde predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5447,"Burzitída pri reumatoidnej artritíde ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5449,"Burzitída pri reumatoidnej artritíde predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5451,"Burzitída pri reumatoidnej artritíde na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5452,"Burzitída pri reumatoidnej artritíde, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5453,Reumatoidné uzlíky na viacerých miestach,Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5455,"Reumatoidné uzlíky nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5456,"Reumatoidné uzlíky predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5457,"Reumatoidné uzlíky ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5459,"Reumatoidné uzlíky predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5460,"Reumatoidné uzlíky členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5461,"Reumatoidné uzlíky na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5462,"Reumatoidné uzlíky, miesto bližšie neurčené",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5463,Zápalová polyartropatia na viacerých miestach,Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5465,"Zápalová polyartropatia nadlaktia (ramenná kosť, lakťový kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5466,"Zápalová polyartropatia predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5467,"Zápalová polyartropatia ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5469,"Zápalová polyartropatia predkolenia (ihlica, píšťala, kolenný kĺb)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5470,"Zápalová polyartropatia členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
5471,"Zápalová polyartropatia na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",Choroby svalovej a kostrovej sústavy a spojivového tkaniva
4902,"Iná erytémová choroba, bližšie určená",Choroby kože a podkožného tkaniva
4903,"Erytémová choroba, bližšie neurčená",Choroby kože a podkožného tkaniva
4904,Erythema marginatum pri akútnej reumatickej horúčke,Choroby kože a podkožného tkaniva
4905,Erytém pri iných chorobách zatriedených inde,Choroby kože a podkožného tkaniva
4906,Akútna solárna dermatitída 1. stupňa,Choroby kože a podkožného tkaniva
4907,Akútna solárna dermatitída 2. stupňa,Choroby kože a podkožného tkaniva
4908,Akútna solárna dermatitída 3. stupňa,Choroby kože a podkožného tkaniva
4909,Iná akútna solárna dermatitída,Choroby kože a podkožného tkaniva
4910,"Akútna solárna dermatitída, bližšie neurčená",Choroby kože a podkožného tkaniva
4911,Fototoxická lieková reakcia,Choroby kože a podkožného tkaniva
4912,Fotoalergická lieková reakcia,Choroby kože a podkožného tkaniva
4913,Fotokontaktná dermatitída,Choroby kože a podkožného tkaniva
4914,Solárna žihľavka,Choroby kože a podkožného tkaniva
4915,Polymorfná svetelná dermatóza,Choroby kože a podkožného tkaniva
4916,"Iná akútna zmena kože zapríčinená ultrafialovým žiarením, bližšie určená",Choroby kože a podkožného tkaniva
4917,"Akútna zmena kože zapríčinená ultrafialovým žiarením, bližšie neurčená",Choroby kože a podkožného tkaniva
4918,Aktinická keratóza,Choroby kože a podkožného tkaniva
4919,Aktinický retikuloid,Choroby kože a podkožného tkaniva
4920,Cutis rhomboidalis nuchae,Choroby kože a podkožného tkaniva
4921,Poikiloderma [Civatte],Choroby kože a podkožného tkaniva
4922,Cutis laxa senilis,Choroby kože a podkožného tkaniva
4923,Aktinický granulóm,Choroby kože a podkožného tkaniva
4924,Iné kožné zmeny zapríčinené chronickým vystavením účinku neionizujúceho žiarenia,Choroby kože a podkožného tkaniva
4925,"Kožné zmeny zapríčinené chronickým vystavením účinku neionizujúceho žiarenia, bližšie neurčené",Choroby kože a podkožného tkaniva
4926,Akútna rádiodermatitída,Choroby kože a podkožného tkaniva
4927,Chronická rádiodermatitída,Choroby kože a podkožného tkaniva
4928,"Rádiodermatitída, bližšie neurčená",Choroby kože a podkožného tkaniva
4929,Erytém a dermatitída zapríčinená ohňom (erythema et dermatitis ab igne),Choroby kože a podkožného tkaniva
4930,"Iné poškodenie kože a podkožného tkaniva zapríčinené žiarením, bližšie určené",Choroby kože a podkožného tkaniva
4931,"Poškodenie kože a podkožného tkaniva zapríčinené žiarením, bližšie neurčené",Choroby kože a podkožného tkaniva
4932,Zarastajúci necht,Choroby kože a podkožného tkaniva
4933,Onycholýza,Choroby kože a podkožného tkaniva
4934,Onychogryfóza,Choroby kože a podkožného tkaniva
4935,Dystrofia nechtov,Choroby kože a podkožného tkaniva
4936,Beauove čiary,Choroby kože a podkožného tkaniva
4937,Syndróm žltých nechtov,Choroby kože a podkožného tkaniva
4938,Iná choroba nechtov,Choroby kože a podkožného tkaniva
4939,"Choroba nechtov, bližšie neurčená",Choroby kože a podkožného tkaniva
4940,Nechty tvaru hodinového sklíčka (tĺčikovité prsty) pri pachydermoperiostóze (M89.4-†),Choroby kože a podkožného tkaniva
4941,Choroba nechtov pri inej chorobe zatriedenej inde,Choroby kože a podkožného tkaniva
4942,Alopecia (capitis) totalis,Choroby kože a podkožného tkaniva
4943,Alopecia universalis,Choroby kože a podkožného tkaniva
4944,Ophiasis,Choroby kože a podkožného tkaniva
4945,Iná alopecia areata,Choroby kože a podkožného tkaniva
4946,"Alopecia areata, bližšie neurčená",Choroby kože a podkožného tkaniva
4947,"Androgénna alopécia, zapríčinená liekmi",Choroby kože a podkožného tkaniva
4948,Iná androgénna alopécia,Choroby kože a podkožného tkaniva
4949,"Androgénna alopécia, bližšie neurčená",Choroby kože a podkožného tkaniva
4950,Telogénne efluvium,Choroby kože a podkožného tkaniva
4951,Anagénne efluvium,Choroby kože a podkožného tkaniva
4952,Alopecia mucinosa,Choroby kože a podkožného tkaniva
4953,"Iná nejazvová strata vlasov, bližšie určená",Choroby kože a podkožného tkaniva
4954,"Nejazvová strata vlasov, bližšie neurčená",Choroby kože a podkožného tkaniva
4955,Pseudopelade Brocq,Choroby kože a podkožného tkaniva
4956,Lichen planopilaris,Choroby kože a podkožného tkaniva
4957,Folliculitis decalvans,Choroby kože a podkožného tkaniva
4958,Perifolliculitis capitis abscedens,Choroby kože a podkožného tkaniva
4959,Folliculitis ulerythematosa reticulata,Choroby kože a podkožného tkaniva
4960,Iná jazvová alopécia,Choroby kože a podkožného tkaniva
4961,"Jazvová alopécia, bližšie neurčená",Choroby kože a podkožného tkaniva
4962,Trichorrhexis nodosa,Choroby kože a podkožného tkaniva
4963,Zmeny farby vlasov,Choroby kože a podkožného tkaniva
4964,Iná abnormalita farby vlasov a vlasového kmeňa,Choroby kože a podkožného tkaniva
4965,"Abnormalita farby vlasov a vlasového kmeňa, bližšie neurčená",Choroby kože a podkožného tkaniva
4966,Hirzutizmus,Choroby kože a podkožného tkaniva
4967,Získaná lanugová hypertrichóza,Choroby kože a podkožného tkaniva
4968,Lokálna hypertrichóza,Choroby kože a podkožného tkaniva
4969,Polytrichia,Choroby kože a podkožného tkaniva
4970,Iná hypertrichóza,Choroby kože a podkožného tkaniva
4971,"Hypertrichóza, bližšie neurčená",Choroby kože a podkožného tkaniva
4972,Acne vulgaris,Choroby kože a podkožného tkaniva
4973,Acne conglobata,Choroby kože a podkožného tkaniva
4974,Acne varioliformis,Choroby kože a podkožného tkaniva
4975,Acne tropica,Choroby kože a podkožného tkaniva
4976,Acne infantilis,Choroby kože a podkožného tkaniva
4977,Acne excoriée des jeunes filles,Choroby kože a podkožného tkaniva
4978,Iné akné,Choroby kože a podkožného tkaniva
4979,"Akné, bližšie neurčené",Choroby kože a podkožného tkaniva
4980,Periorálna dermatitída,Choroby kože a podkožného tkaniva
4981,Rhinophyma,Choroby kože a podkožného tkaniva
4982,Iná rosacea,Choroby kože a podkožného tkaniva
4983,"Rosacea, bližšie neurčená",Choroby kože a podkožného tkaniva
4984,Epidermová cysta,Choroby kože a podkožného tkaniva
4985,Trichilémová cysta,Choroby kože a podkožného tkaniva
4986,Steatocystoma multiplex,Choroby kože a podkožného tkaniva
4987,Iná folikulová cysta kože a podkožného tkaniva,Choroby kože a podkožného tkaniva
4988,"Folikulová cysta kože a podkožného tkaniva, bližšie neurčená",Choroby kože a podkožného tkaniva
4989,Acne keloid [folliculitis sclerotisans nuchae],Choroby kože a podkožného tkaniva
4990,Pseudofolliculitis barbae,Choroby kože a podkožného tkaniva
4991,Hidradenitis suppurativa,Choroby kože a podkožného tkaniva
4992,"Iná choroba vlasových folikulov, bližšie určená",Choroby kože a podkožného tkaniva
4993,"Choroba vlasových folikulov, bližšie neurčená",Choroby kože a podkožného tkaniva
4994,Miliaria rubra,Choroby kože a podkožného tkaniva
4995,Miliaria crystallina,Choroby kože a podkožného tkaniva
4996,Miliaria profunda,Choroby kože a podkožného tkaniva
4997,"Miliaria, bližšie neurčená",Choroby kože a podkožného tkaniva
4998,Anhidróza,Choroby kože a podkožného tkaniva
4999,Iná choroba ekrinných potných žliaz,Choroby kože a podkožného tkaniva
5000,"Choroba ekrinných potných žliaz, bližšie neurčená",Choroby kože a podkožného tkaniva
5001,Brómhidróza,Choroby kože a podkožného tkaniva
5002,Chrómhidróza,Choroby kože a podkožného tkaniva
5003,Apokrinná miliaria,Choroby kože a podkožného tkaniva
5004,Iné choroby apokrinných potných žliaz,Choroby kože a podkožného tkaniva
5005,"Choroba apokrinných potných žliaz, bližšie neurčená",Choroby kože a podkožného tkaniva
5006,Vitiligo,Choroby kože a podkožného tkaniva
5007,Pozápalová hyperpigmentácia,Choroby kože a podkožného tkaniva
5008,Chloazma,Choroby kože a podkožného tkaniva
5009,Pehy,Choroby kože a podkožného tkaniva
5010,Škvrny farby bielej kávy [café au lait],Choroby kože a podkožného tkaniva
5011,Iná melanínová hyperpigmentácia,Choroby kože a podkožného tkaniva
5012,"Leukoderma, nezatriedená inde",Choroby kože a podkožného tkaniva
5013,Iná porucha zo zníženej tvorby melanínu,Choroby kože a podkožného tkaniva
5014,Pigmentová purpura,Choroby kože a podkožného tkaniva
5015,"Iné poruchy pigmentácie, bližšie určené",Choroby kože a podkožného tkaniva
5016,"Porucha pigmentácie, bližšie neurčená",Choroby kože a podkožného tkaniva
5017,Seboroická keratóza,Choroby kože a podkožného tkaniva
5018,Acanthosis nigricans,Choroby kože a podkožného tkaniva
5019,Kurie oko a mozoľ,Choroby kože a podkožného tkaniva
5020,Získaná ichtyóza,Choroby kože a podkožného tkaniva
5021,Získaná keratóza (keratoderma) dlaní a chodidiel,Choroby kože a podkožného tkaniva
5022,Keratosis punctata dlaní a chodidiel,Choroby kože a podkožného tkaniva
5023,Xerosis cutis,Choroby kože a podkožného tkaniva
5024,"Iné zhrubnutie epidermy, bližšie určené",Choroby kože a podkožného tkaniva
5025,"Zhrubnutie epidermy, bližšie neurčené",Choroby kože a podkožného tkaniva
5026,Keratoderma pri chorobách zatriedených inde,Choroby kože a podkožného tkaniva
5027,Folikulová a parafolikulová keratóza prenikajúca do kože [Kyrleova],Choroby kože a podkožného tkaniva
5028,Reaktívna perforujúca kolagenóza,Choroby kože a podkožného tkaniva
5029,Elastosis perforans serpiginosa,Choroby kože a podkožného tkaniva
5030,Iné poruchy transepidermálnej eliminácie,Choroby kože a podkožného tkaniva
5031,"Choroba transepidermálnej eliminácie, bližšie neurčená",Choroby kože a podkožného tkaniva
5032,Pyoderma gangrenosum,Choroby kože a podkožného tkaniva
5033,Dekubitus 1. stupňa: Hlava,Choroby kože a podkožného tkaniva
5034,Dekubitus 1. stupňa: Horná končatina,Choroby kože a podkožného tkaniva
5035,Dekubitus 1. stupňa: Tŕňový výbežok,Choroby kože a podkožného tkaniva
5036,Dekubitus 1. stupňa: Lopata bedrovej kosti,Choroby kože a podkožného tkaniva
5037,Dekubitus 1. stupňa: Krížová oblasť,Choroby kože a podkožného tkaniva
5038,Dekubitus 1. stupňa: Sedacia oblasť,Choroby kože a podkožného tkaniva
5039,Dekubitus 1. stupňa: Trochanter,Choroby kože a podkožného tkaniva
5040,Dekubitus 1. stupňa: Päta,Choroby kože a podkožného tkaniva
5041,Dekubitus 1. stupňa: Iná oblasť dolnej končatiny,Choroby kože a podkožného tkaniva
5042,Dekubitus 1. stupňa: Bližšie neurčené miesto,Choroby kože a podkožného tkaniva
5043,Dekubitus 2. stupňa: Hlava,Choroby kože a podkožného tkaniva
5044,Dekubitus 2. stupňa: Horná končatina,Choroby kože a podkožného tkaniva
5045,Dekubitus 2. stupňa: Tŕňový výbežok,Choroby kože a podkožného tkaniva
5046,Dekubitus 2. stupňa: Lopata bedrovej kosti,Choroby kože a podkožného tkaniva
5047,Dekubitus 2. stupňa: Krížová oblasť,Choroby kože a podkožného tkaniva
5048,Dekubitus 2. stupňa: Sedacia oblasť,Choroby kože a podkožného tkaniva
5049,Dekubitus 2. stupňa: Trochanter,Choroby kože a podkožného tkaniva
5050,Dekubitus 2. stupňa: Päta,Choroby kože a podkožného tkaniva
5051,Dekubitus 2. stupňa: Iná oblasť dolnej končatiny,Choroby kože a podkožného tkaniva
5052,Dekubitus 2. stupňa: Bližšie neurčené miesto,Choroby kože a podkožného tkaniva
5053,Dekubitus 3. stupňa: Hlava,Choroby kože a podkožného tkaniva
5054,Dekubitus 3. stupňa: Horná končatina,Choroby kože a podkožného tkaniva
5055,Dekubitus 3. stupňa: Tŕňový výbežok,Choroby kože a podkožného tkaniva
5056,Dekubitus 3. stupňa: Lopata bedrovej kosti,Choroby kože a podkožného tkaniva
5057,Dekubitus 3. stupňa: Krížová oblasť,Choroby kože a podkožného tkaniva
5058,Dekubitus 3. stupňa: Sedacia oblasť,Choroby kože a podkožného tkaniva
5059,Dekubitus 3. stupňa: Trochanter,Choroby kože a podkožného tkaniva
5060,Dekubitus 3. stupňa: Päta,Choroby kože a podkožného tkaniva
5061,Dekubitus 3. stupňa: Iná oblasť dolnej končatiny,Choroby kože a podkožného tkaniva
5062,Dekubitus 3. stupňa: Bližšie neurčené miesto,Choroby kože a podkožného tkaniva
5063,Dekubitus 4. stupňa: Hlava,Choroby kože a podkožného tkaniva
5064,Dekubitus 4. stupňa: Horná končatina,Choroby kože a podkožného tkaniva
5065,Dekubitus 4. stupňa: Tŕňový výbežok,Choroby kože a podkožného tkaniva
5066,Dekubitus 4. stupňa: Lopata bedrovej kosti,Choroby kože a podkožného tkaniva
5067,Dekubitus 4. stupňa: Krížová oblasť,Choroby kože a podkožného tkaniva
5068,Dekubitus 4. stupňa: Sedacia oblasť,Choroby kože a podkožného tkaniva
5069,Dekubitus 4. stupňa: Trochanter,Choroby kože a podkožného tkaniva
5070,Dekubitus 4. stupňa: Päta,Choroby kože a podkožného tkaniva
5071,Dekubitus 4. stupňa: Iná oblasť dolnej končatiny,Choroby kože a podkožného tkaniva
5072,Dekubitus 4. stupňa: Bližšie neurčené miesto,Choroby kože a podkožného tkaniva
5073,"Dekubitus, stupeň bližšie neurčený: Hlava",Choroby kože a podkožného tkaniva
5074,"Dekubitus, stupeň bližšie neurčený: Horná končatina",Choroby kože a podkožného tkaniva
5075,"Dekubitus, stupeň bližšie neurčený: Tŕňový výbežok",Choroby kože a podkožného tkaniva
5076,"Dekubitus, stupeň bližšie neurčený: Lopata bedrovej kosti",Choroby kože a podkožného tkaniva
5077,"Dekubitus, stupeň bližšie neurčený: Krížová oblasť",Choroby kože a podkožného tkaniva
5078,"Dekubitus, stupeň bližšie neurčený: Sedacia oblasť",Choroby kože a podkožného tkaniva
5079,"Dekubitus, stupeň bližšie neurčený: Trochanter",Choroby kože a podkožného tkaniva
5080,"Dekubitus, stupeň bližšie neurčený: Päta",Choroby kože a podkožného tkaniva
5081,"Dekubitus, stupeň bližšie neurčený: Iná oblasť dolnej končatiny",Choroby kože a podkožného tkaniva
5082,"Dekubitus, stupeň bližšie neurčený: Bližšie neurčené miesto",Choroby kože a podkožného tkaniva
5083,Lichen sclerosus et atrophicus,Choroby kože a podkožného tkaniva
5084,"Anetodermia, Schweningerov-Buzziho typ",Choroby kože a podkožného tkaniva
5085,"Anetodermia, Jadassohnov-Pellizzariho typ",Choroby kože a podkožného tkaniva
5086,"Idiopatická atrophodermia, Pasiniho-Pieriniho typ",Choroby kože a podkožného tkaniva
5087,Acrodermatitis chronica atrophicans,Choroby kože a podkožného tkaniva
5088,Jazvové stavy a fibróza kože,Choroby kože a podkožného tkaniva
5089,Striae cutis atrophicae,Choroby kože a podkožného tkaniva
5090,Iná atrofická choroba kože,Choroby kože a podkožného tkaniva
5091,"Atrofická choroba kože, bližšie neurčená",Choroby kože a podkožného tkaniva
5092,Hypertrofická jazva (keloid),Choroby kože a podkožného tkaniva
5093,Iná hypertrofická choroba kože,Choroby kože a podkožného tkaniva
5094,"Hypertrofická choroba kože, bližšie neurčená",Choroby kože a podkožného tkaniva
5095,Granuloma annulare,Choroby kože a podkožného tkaniva
5096,"Necrobiosis lipoidica, nezatriedená inde",Choroby kože a podkožného tkaniva
5097,Granuloma faciale (eozinofilný granulóm kože),Choroby kože a podkožného tkaniva
5098,Kožný a podkožný granulóm okolo cudzích telies,Choroby kože a podkožného tkaniva
5099,Iná granulomatózna choroba kože a podkožného tkaniva,Choroby kože a podkožného tkaniva
5100,"Granulomatózna choroba kože a podkožného tkaniva, bližšie neurčená",Choroby kože a podkožného tkaniva
5101,Diskoidný lupus erythematosus,Choroby kože a podkožného tkaniva
